day,kinko,Ptime,starttime,endtime,kokyaku,kokyaku_total,WD,core
43482,D203,0.00962963,43482.02084,43482.03053,0,11509950,5,6.3
43482,D103,0.009664352,43482.02084,43482.03053,0,6016081,5,7.3
43483,D103,0.009826389,43483.02084,43483.03073,0,6016081,6,7.3
43483,D203,0.009837963,43483.02084,43483.03071,0,11509950,6,6.3
43484,D203,0.009733796,43484.02084,43484.03059,0,11509950,7,6.3
43484,D103,0.009710648,43484.02084,43484.03059,0,6016081,7,7.3
43485,D103,0.009814815,43485.02084,43485.03069,0,6016081,1,7.3
43485,D203,0.009803241,43485.02084,43485.03067,0,11509950,1,6.3
43486,D103,0.009675926,43486.02084,43486.03057,0,6016081,2,7.3
43486,D203,0.009699074,43486.02084,43486.03054,0,11509950,2,6.3
43487,D103,0.009756944,43487.02084,43487.03064,0,6016081,3,7.3
43487,D203,0.009780093,43487.02084,43487.03066,0,11509950,3,6.3
43488,D203,0.00974537,43488.02084,43488.0306,0,11509950,4,6.3
43488,D103,0.009722222,43488.02084,43488.03063,0,6016081,4,7.3
43489,D203,0.009918981,43489.02084,43489.03079,0,11509950,5,6.3
43489,D103,0.009918981,43489.02084,43489.03081,0,6016081,5,7.3
43490,D103,0.009814815,43490.02083,43490.03068,0,6016081,6,7.3
43490,D203,0.009837963,43490.02083,43490.03068,0,11509950,6,6.3
43491,D103,0.009710648,43491.02084,43491.0306,0,6016081,7,7.3
43491,D203,0.009710648,43491.02084,43491.0306,0,11509950,7,6.3
43492,D203,0.009606481,43492.02084,43492.03049,0,11509950,1,6.3
43492,D103,0.009641204,43492.02084,43492.0305,0,6016081,1,7.3
43493,D203,0.009849537,43493.02084,43493.03073,0,11509950,2,6.3
43493,D103,0.009907407,43493.02084,43493.0308,0,6016081,2,7.3
43494,D203,0.009583333,43494.02084,43494.03044,0,11509950,3,6.3
43494,D103,0.009560185,43494.02084,43494.03046,0,6016081,3,7.3
43495,D203,0.009837963,43495.02084,43495.03071,0,11509950,4,6.3
43495,D103,0.009814815,43495.02084,43495.03071,0,6016081,4,7.3
43496,D203,0.009826389,43496.02084,43496.03069,0,11509950,5,6.3
43496,D103,0.009826389,43496.02084,43496.03072,0,6016081,5,7.3
43497,D203,0.009710648,43497.02084,43497.03056,0,11509950,6,6.3
43497,D103,0.0096875,43497.02084,43497.03058,0,6016081,6,7.3
43498,D203,0.009780093,43498.02084,43498.03067,0,11509950,7,6.3
43498,D103,0.009814815,43498.02084,43498.03069,0,6016081,7,7.3
43499,D103,0.009780093,43499.02084,43499.03067,0,6016081,1,7.3
43499,D203,0.009803241,43499.02084,43499.03067,0,11509950,1,6.3
43500,D203,0.009618056,43500.02084,43500.03051,0,11509950,2,6.3
43500,D103,0.009641204,43500.02084,43500.03051,0,6016081,2,7.3
43501,D203,0.009733796,43501.02084,43501.03061,0,11509950,3,6.3
43501,D103,0.009722222,43501.02084,43501.0306,0,6016081,3,7.3
43502,D203,0.009722222,43502.02083,43502.03057,0,11509950,4,6.3
43502,D103,0.009699074,43502.02083,43502.03057,0,6016081,4,7.3
43503,D103,0.009710648,43503.02084,43503.03059,0,6016081,5,7.3
43503,D203,0.009733796,43503.02084,43503.03061,0,11509950,5,6.3
43504,D103,0.009664352,43504.02083,43504.03053,0,6016081,6,7.3
43504,D203,0.009641204,43504.02083,43504.03053,0,11509950,6,6.3
43505,D103,0.009733796,43505.02084,43505.03063,0,6016081,7,7.3
43505,D203,0.009733796,43505.02084,43505.0306,0,11509950,7,6.3
43508,D203,0.009722222,43508.02084,43508.0306,0,11509950,3,6.3
43508,D103,0.009699074,43508.02084,43508.03058,0,6016081,3,7.3
43509,D103,0.009953704,43509.02084,43509.03082,0,6016081,4,7.3
43509,D203,0.00994213,43509.02084,43509.03083,0,11509950,4,6.3
43510,D103,0.00962963,43510.02084,43510.03051,0,6016081,5,7.3
43510,D203,0.009652778,43510.02084,43510.03053,0,11509950,5,6.3
43511,D103,0.009826389,43511.02084,43511.03067,0,6016081,6,7.3
43511,D203,0.009780093,43511.02084,43511.03069,0,11509950,6,6.3
43512,D103,0.009861111,43512.02084,43512.03073,0,6016081,7,7.3
43512,D203,0.009849537,43512.02084,43512.03074,0,11509950,7,6.3
43513,D103,0.009895833,43513.02084,43513.03076,0,6016081,1,7.3
43513,D203,0.009872685,43513.02084,43513.03076,0,11509950,1,6.3
43514,D103,0.00974537,43514.02084,43514.03064,0,6016081,2,7.3
43514,D203,0.009780093,43514.02084,43514.03065,0,11509950,2,6.3
43515,D103,0.009895833,43515.02084,43515.03074,0,6016081,3,7.3
43515,D203,0.009849537,43515.02084,43515.03076,0,11509950,3,6.3
43516,D203,0.009965278,43516.02084,43516.03087,0,11509950,4,6.3
43516,D103,0.01,43516.02084,43516.03087,0,6016081,4,7.3
43517,D203,0.009826389,43517.02084,43517.03068,0,11509950,5,6.3
43517,D103,0.009814815,43517.02084,43517.03069,0,6016081,5,7.3
43518,D103,0.009907407,43518.02084,43518.03082,0,6016081,6,7.3
43518,D203,0.009907407,43518.02084,43518.03075,0,11509950,6,6.3
43519,D203,0.009849537,43519.02084,43519.03069,0,11509950,7,6.3
43519,D103,0.009826389,43519.02084,43519.03072,0,6016081,7,7.3
43520,D203,0.009803241,43520.02084,43520.03068,0,11509950,1,6.3
43520,D103,0.00943287,43520.02084,43520.0303,0,6016081,1,7.3
43521,D203,0.009988426,43521.02084,43521.03086,0,11509950,2,6.3
43521,D103,0.009988426,43521.02084,43521.03088,0,6016081,2,7.3
43522,D203,0.009849537,43522.02084,43522.03076,0,11509950,3,6.3
43522,D103,0.009895833,43522.02084,43522.03076,0,6016081,3,7.3
43523,D203,0.0096875,43523.02084,43523.03057,0,11509950,4,6.3
43523,D103,0.0096875,43523.02084,43523.03059,0,6016081,4,7.3
43524,D103,0.009756944,43524.02084,43524.03063,0,6016081,5,7.3
43524,D203,0.009756944,43524.02084,43524.03065,0,11509950,5,6.3
43525,D103,0.009768519,43525.02084,43525.03064,0,6016081,6,7.3
43525,D203,0.009803241,43525.02084,43525.03068,0,11509950,6,6.3
43526,D103,0.009583333,43526.02084,43526.0305,0,6016081,7,7.3
43526,D203,0.00962963,43526.02084,43526.03047,0,11509950,7,6.3
43528,D203,0.009895833,43528.02084,43528.03079,0,11509950,2,6.3
43528,D103,0.01,43528.02084,43528.03133,0,6016081,2,7.3
43529,D203,0.009479167,43529.02084,43529.03034,0,11509950,3,6.3
43529,D103,0.009456019,43529.02084,43529.03036,0,6016081,3,7.3
43530,D103,0.009328704,43530.02084,43530.03022,0,6016081,4,7.3
43530,D203,0.009340278,43530.02084,43530.03021,0,11509950,4,6.3
43531,D103,0.01,43531.02084,43531.03043,0,6016081,5,7.3
43531,D203,0.01,43531.02084,43531.03067,0,11509950,5,6.3
43532,D103,0.009513889,43532.02084,43532.03038,0,6016081,6,7.3
43532,D203,0.009409722,43532.02084,43532.03029,0,11509950,6,6.3
43533,D203,0.009618056,43533.02084,43533.03049,0,11509950,7,6.3
43533,D103,0.009594907,43533.02084,43533.03049,0,6016081,7,7.3
43535,D203,0.00962963,43535.02084,43535.0305,0,11509950,2,6.3
43535,D103,0.00962963,43535.02084,43535.03052,0,6016081,2,7.3
43536,D103,0.009560185,43536.02084,43536.03045,0,6016081,3,7.3
43536,D203,0.009606481,43536.02084,43536.03046,0,11509950,3,6.3
43537,D203,0.009375,43537.02084,43537.03025,0,11509950,4,6.3
43537,D103,0.009375,43537.02084,43537.03025,0,6016081,4,7.3
43538,D103,0.009548611,43538.02084,43538.03043,0,6016081,5,7.3
43538,D203,0.009548611,43538.02084,43538.03043,0,11509950,5,6.3
43539,D203,0.009548611,43539.02084,43539.03042,0,11509950,6,6.3
43539,D103,0.009525463,43539.02084,43539.03039,0,6016081,6,7.3
43540,D203,0.009270833,43540.02084,43540.03015,0,11509950,7,6.3
43540,D103,0.009224537,43540.02084,43540.03007,0,6016081,7,7.3
43541,D103,0.00943287,43541.02084,43541.03031,0,6016081,1,7.3
43541,D203,0.00943287,43541.02084,43541.03031,0,11509950,1,6.3
43542,D103,0.009328704,43542.02084,43542.0302,0,6016081,2,7.3
43542,D203,0.009305556,43542.02084,43542.03017,0,11509950,2,6.3
43543,D203,0.009363426,43543.02084,43543.03025,0,11509950,3,6.3
43543,D103,0.009386574,43543.02084,43543.03025,0,6016081,3,7.3
43544,D203,0.009270833,43544.02084,43544.03013,0,11509950,4,6.3
43544,D103,0.009247685,43544.02084,43544.03015,0,6016081,4,7.3
43545,D103,0.009467593,43545.02084,43545.03035,0,6016081,5,7.3
43545,D203,0.009467593,43545.02084,43545.03035,0,11509950,5,6.3
43546,D203,0.009201389,43546.02084,43546.03008,0,11509950,6,6.3
43546,D103,0.009212963,43546.02084,43546.0301,0,6016081,6,7.3
43547,D103,0.009201389,43547.02084,43547.03006,0,6016081,7,7.3
43547,D203,0.009155093,43547.02084,43547.03006,0,11509950,7,6.3
43549,D103,0.009212963,43549.02084,43549.03008,0,6016081,2,7.3
43549,D203,0.009178241,43549.02084,43549.03007,0,11509950,2,6.3
43550,D103,0.009085648,43550.02084,43550.02997,0,6016081,3,7.3
43550,D203,0.009085648,43550.02084,43550.02997,0,11509950,3,6.3
43551,D203,0.009155093,43551.02084,43551.03002,0,11509950,4,6.3
43551,D103,0.00912037,43551.02084,43551.03001,0,6016081,4,7.3
43552,D203,0.009328704,43552.02084,43552.03019,0,11509950,5,6.3
43552,D103,0.009085648,43552.02084,43552.02998,0,6016081,5,7.3
43553,D203,0.009178241,43553.02084,43553.03005,0,11509950,6,6.3
43553,D103,0.009027778,43553.02084,43553.02992,0,6016081,6,7.3
43554,D103,0.009050926,43554.02084,43554.02993,0,6016081,7,7.3
43554,D203,0.009050926,43554.02084,43554.02993,0,11509950,7,6.3
43555,D203,0.009074074,43555.02084,43555.02994,0,11509950,1,6.3
43555,D103,0.009050926,43555.02084,43555.02994,0,6016081,1,7.3
43556,D103,0.00900463,43556.02084,43556.02985,0,6016081,2,7.3
43556,D203,0.008958333,43556.02084,43556.02987,0,11509950,2,6.3
43557,D203,0.009016204,43557.02084,43557.02988,0,11509950,3,6.3
43557,D103,0.008877315,43557.02084,43557.02975,0,6016081,3,7.3
43558,D203,0.008912037,43558.02084,43558.02979,0,11509950,4,6.3
43558,D103,0.008900463,43558.02084,43558.02977,0,6016081,4,7.3
43559,D103,0.008831019,43559.02084,43559.02971,0,6016081,5,7.3
43559,D203,0.00880787,43559.02084,43559.02969,0,11509950,5,6.3
43560,D203,0.008842593,43560.02084,43560.02971,0,11509950,6,6.3
43560,D103,0.00875,43560.02084,43560.02963,0,6016081,6,7.3
43561,D203,0.008888889,43561.02084,43561.02976,0,11509950,7,6.3
43561,D103,0.008865741,43561.02084,43561.02976,0,6016081,7,7.3
43563,D203,0.009305556,43563.02084,43563.03017,0,11509950,2,6.3
43563,D103,0.00875,43563.02084,43563.02963,0,6016081,2,7.3
43564,D203,0.008622685,43564.02084,43564.0295,0,11509950,3,6.3
43564,D103,0.008738426,43564.02084,43564.02959,0,6016081,3,7.3
43565,D203,0.008842593,43565.02084,43565.02971,0,11509950,4,6.3
43565,D103,0.008831019,43565.02084,43565.02971,0,6016081,4,7.3
43566,D203,0.008622685,43566.02084,43566.02954,0,11509950,5,6.3
43566,D103,0.008668981,43566.02084,43566.02954,0,6016081,5,7.3
43567,D203,0.008935185,43567.02084,43567.02978,0,11509950,6,6.3
43567,D103,0.008761574,43567.02084,43567.02965,0,6016081,6,7.3
43568,D203,0.008831019,43568.02084,43568.02969,0,11509950,7,6.3
43568,D103,0.00869213,43568.02084,43568.02958,0,6016081,7,7.3
43569,D203,0.008726852,43569.02084,43569.02963,0,11509950,1,6.3
43569,D103,0.008819444,43569.02084,43569.02969,0,6016081,1,7.3
43570,D203,0.00837963,43570.02084,43570.02925,0,11509950,2,6.3
43570,D103,0.008368056,43570.02084,43570.02928,0,6016081,2,7.3
43571,D203,0.008553241,43571.02084,43571.02941,0,11509950,3,6.3
43571,D103,0.008530093,43571.02084,43571.02943,0,6016081,3,7.3
43572,D203,0.008541667,43572.02084,43572.02942,0,11509950,4,6.3
43572,D103,0.008518519,43572.02084,43572.02939,0,6016081,4,7.3
43573,D103,0.008344907,43573.02084,43573.02924,0,6016081,5,7.3
43573,D203,0.008368056,43573.02084,43573.02924,0,11509950,5,6.3
43574,D103,0.008449074,43574.02084,43574.02933,0,6016081,6,7.3
43574,D203,0.008472222,43574.02084,43574.02935,0,11509950,6,6.3
43575,D103,0.008460648,43575.02084,43575.02931,0,6016081,7,7.3
43575,D203,0.008425926,43575.02084,43575.02933,0,11509950,7,6.3
43577,D203,0.008483796,43577.02083,43577.02933,0,11509950,2,6.3
43577,D103,0.008460648,43577.02083,43577.02935,0,6016081,2,7.3
43578,D203,0.008402778,43578.02084,43578.02929,0,11509950,3,6.3
43578,D103,0.008368056,43578.02084,43578.02922,0,6016081,3,7.3
43579,D203,0.008622685,43579.02083,43579.0295,0,11509950,4,6.3
43579,D103,0.008472222,43579.02083,43579.02934,0,6016081,4,7.3
43580,D103,0.008229167,43580.02084,43580.02909,0,6016081,5,7.3
43580,D203,0.008206019,43580.02084,43580.02911,0,11509950,5,6.3
43581,D103,0.008229167,43581.02084,43581.02911,0,6016081,6,7.3
43581,D203,0.008229167,43581.02084,43581.02911,0,11509950,6,6.3
43582,D203,0.008518519,43582.02084,43582.0294,0,11509950,7,6.3
43582,D103,0.008506944,43582.02084,43582.02941,0,6016081,7,7.3
43584,D203,0.008125,43584.02084,43584.02904,0,11509950,2,6.3
43584,D103,0.008194444,43584.02084,43584.02904,0,6016081,2,7.3
43585,D103,0.008136574,43585.02084,43585.02903,0,6016081,3,7.3
43585,D203,0.008159722,43585.02084,43585.029,0,11509950,3,6.3
43586,D203,0.00806713,43586.02084,43586.02895,0,11509950,4,6.3
43586,D103,0.008101852,43586.02084,43586.02899,0,6016081,4,7.3
43587,D103,0.008078704,43587.02084,43587.02896,0,6016081,5,7.3
43587,D203,0.00806713,43587.02084,43587.02896,0,11509950,5,6.3
43588,D203,0.008101852,43588.02084,43588.02897,0,11509950,6,6.3
43588,D103,0.008078704,43588.02084,43588.02896,0,6016081,6,7.3
43589,D203,0.007939815,43589.02084,43589.02884,0,11509950,7,6.3
43589,D103,0.008032407,43589.02084,43589.02891,0,6016081,7,7.3
43591,D103,0.007986111,43591.02084,43591.02885,0,6016081,2,7.3
43591,D203,0.008055556,43591.02084,43591.02894,0,11509950,2,6.3
43592,D103,0.007962963,43592.02083,43592.02882,0,6016081,3,7.3
43592,D203,0.007939815,43592.02083,43592.02882,0,11509950,3,6.3
43593,D203,0.007858796,43593.02084,43593.02875,0,11509950,4,6.3
43593,D103,0.007789352,43593.02084,43593.02866,0,6016081,4,7.3
43594,D203,0.01,43594.02084,43594.0319,0,11509950,5,6.3
43594,D103,0.008287037,43594.02084,43594.02916,0,6016081,5,7.3
43595,D203,0.007962963,43595.02084,43595.02884,0,11509950,6,6.3
43595,D103,0.007939815,43595.02084,43595.02882,0,6016081,6,7.3
43596,D203,0.007962963,43596.02084,43596.02884,0,11509950,7,6.3
43596,D103,0.008113426,43596.02084,43596.02898,0,6016081,7,7.3
43598,D203,0.00787037,43598.02084,43598.02874,0,11509950,2,6.3
43598,D103,0.00787037,43598.02084,43598.02876,0,6016081,2,7.3
43599,D203,0.00787037,43599.02086,43599.02875,0,11509950,3,6.3
43599,D103,0.007847222,43599.02086,43599.02875,0,6016081,3,7.3
43600,D203,0.0078125,43600.02084,43600.02868,0,11509950,4,6.3
43600,D103,0.007789352,43600.02084,43600.02868,0,6016081,4,7.3
43601,D203,0.007916667,43601.02084,43601.02882,0,11509950,5,6.3
43601,D103,0.007893519,43601.02084,43601.02877,0,6016081,5,7.3
43602,D203,0.007685185,43602.02084,43602.02859,0,11509950,6,6.3
43602,D103,0.00775463,43602.02084,43602.02861,0,6016081,6,7.3
43603,D103,0.007835648,43603.02083,43603.02869,0,6016081,7,7.3
43603,D203,0.0078125,43603.02083,43603.02869,0,11509950,7,6.3
43604,D103,0.007847222,43604.02084,43604.0287,0,6016081,1,7.3
43604,D203,0.0078125,43604.02084,43604.0287,0,11509950,1,6.3
43605,D203,0.007835648,43605.02084,43605.0287,0,11509950,2,6.3
43605,D103,0.0078125,43605.02084,43605.0287,0,6016081,2,7.3
43606,D203,0.007824074,43606.02084,43606.0287,0,11509950,3,6.3
43606,D103,0.007708333,43606.02084,43606.0286,0,6016081,3,7.3
43607,D103,0.007800926,43607.02084,43607.02867,0,6016081,4,7.3
43607,D203,0.007777778,43607.02084,43607.02868,0,11509950,4,6.3
43608,D203,0.007858796,43608.02084,43608.02874,0,11509950,5,6.3
43608,D103,0.007835648,43608.02084,43608.02872,0,6016081,5,7.3
43609,D203,0.007824074,43609.02084,43609.0287,0,11509950,6,6.3
43609,D103,0.007800926,43609.02084,43609.0287,0,6016081,6,7.3
43610,D103,0.007719907,43610.02084,43610.0286,0,6016081,7,7.3
43610,D203,0.007719907,43610.02084,43610.0286,0,11509950,7,6.3
43611,D203,0.007719907,43611.02084,43611.02862,0,11509950,1,6.3
43611,D103,0.007731481,43611.02084,43611.02863,0,6016081,1,7.3
43612,D103,0.007719907,43612.02084,43612.02858,0,6016081,2,7.3
43612,D203,0.007708333,43612.02084,43612.0286,0,11875450,2,6.3
43613,D103,0.007881944,43613.02084,43613.02875,0,6016081,3,7.3
43613,D203,0.007858796,43613.02084,43613.02875,0,11875450,3,6.3
43614,D203,0.007824074,43614.02084,43614.02869,0,11875450,4,6.3
43614,D103,0.007800926,43614.02084,43614.02869,0,6016081,4,7.3
43615,D103,0.007673611,43615.02084,43615.02855,0,6016081,5,7.3
43615,D203,0.007708333,43615.02084,43615.02859,0,11875450,5,6.3
43616,D103,0.007743056,43616.02084,43616.02865,0,6016081,6,7.3
43616,D203,0.007777778,43616.02084,43616.02863,0,11875450,6,6.3
43617,D103,0.007847222,43617.02084,43617.02872,0,6016081,7,7.3
43617,D203,0.007824074,43617.02084,43617.02869,0,11875450,7,6.3
43618,D103,0.007881944,43618.02084,43618.02876,0,6016081,1,7.3
43618,D203,0.007905093,43618.02084,43618.02878,0,11875450,1,6.3
43619,D203,0.007673611,43619.02084,43619.02856,0,11875450,2,6.3
43619,D103,0.007685185,43619.02084,43619.02856,0,6678291,2,7.3
43620,D203,0.007893519,43620.02084,43620.02875,0,11875450,3,6.3
43620,D103,0.00787037,43620.02084,43620.02875,0,6678291,3,7.3
43621,D103,0.007766204,43621.02084,43621.02865,0,6678291,4,7.3
43621,D203,0.007766204,43621.02084,43621.02865,0,11875450,4,6.3
43622,D103,0.007997685,43622.02084,43622.02887,0,6678291,5,7.3
43622,D203,0.007974537,43622.02084,43622.02887,0,11875450,5,6.3
43623,D203,0.007731481,43623.02084,43623.02858,0,11875450,6,6.3
43623,D103,0.007719907,43623.02084,43623.02862,0,6678291,6,7.3
43624,D103,0.007789352,43624.02083,43624.02865,0,6678291,7,7.3
43624,D203,0.007789352,43624.02083,43624.02866,0,11875450,7,6.3
43625,D203,0.007974537,43625.02084,43625.02888,0,11875450,1,6.3
43625,D103,0.008009259,43625.02084,43625.02887,0,6678291,1,7.3
43626,D203,0.007615741,43626.02084,43626.0285,0,11875450,2,6.3
43626,D103,0.007696759,43626.02084,43626.02856,0,6678291,2,7.3
43627,D203,0.007696759,43627.02084,43627.02856,0,11875450,3,6.3
43627,D103,0.007615741,43627.02084,43627.02847,0,6678291,3,7.3
43628,D203,0.007928241,43628.02084,43628.02881,0,11875450,4,6.3
43628,D103,0.007916667,43628.02084,43628.02878,0,6678291,4,7.3
43629,D203,0.007743056,43629.02084,43629.02863,0,11875450,5,6.3
43629,D103,0.007673611,43629.02084,43629.02855,0,6678291,5,7.3
43630,D103,0.007824074,43630.02084,43630.02873,0,6678291,6,7.3
43630,D203,0.00787037,43630.02084,43630.02873,0,11875450,6,6.3
43631,D203,0.007731481,43631.02084,43631.02861,0,11875450,7,6.3
43631,D103,0.007708333,43631.02084,43631.02861,0,6678291,7,7.3
43633,D103,0.007847222,43633.02084,43633.02874,0,6678291,2,7.3
43633,D203,0.007893519,43633.02084,43633.02876,0,11875450,2,6.3
43634,D103,0.007835648,43634.02084,43634.02872,0,6678291,3,7.3
43634,D203,0.007789352,43634.02084,43634.02869,0,11875450,3,6.3
43635,D203,0.007685185,43635.02084,43635.02859,0,11875450,4,6.3
43635,D103,0.007708333,43635.02084,43635.02856,0,6678291,4,7.3
43636,D203,0.007800926,43636.02084,43636.02867,0,11875450,5,6.3
43636,D103,0.007800926,43636.02084,43636.02869,0,6678291,5,7.3
43637,D203,0.0078125,43637.02084,43637.02872,0,11875450,6,6.3
43637,D103,0.007766204,43637.02084,43637.02865,0,6678291,6,7.3
43638,D103,0.00775463,43638.02084,43638.02863,0,6678291,7,7.3
43638,D203,0.007731481,43638.02084,43638.02861,0,11875450,7,6.3
43640,D103,0.007916667,43640.02084,43640.02881,0,6678291,2,7.3
43640,D203,0.007824074,43640.02084,43640.02868,0,11875450,2,6.3
43641,D203,0.007488426,43641.02084,43641.02837,0,11875450,3,6.3
43641,D103,0.007673611,43641.02084,43641.02855,0,6678291,3,7.3
43642,D203,0.007685185,43642.02084,43642.02855,0,11875450,4,6.3
43642,D103,0.007673611,43642.02084,43642.02855,0,6678291,4,7.3
43643,D203,0.007766204,43643.02084,43643.02863,0,11875450,5,6.3
43643,D103,0.007743056,43643.02084,43643.02863,0,6678291,5,7.3
43644,D203,0.00787037,43644.02084,43644.02873,0,11875450,6,6.3
43644,D103,0.007824074,43644.02084,43644.02872,0,6678291,6,7.3
43645,D203,0.007789352,43645.02084,43645.02867,0,11875450,7,6.3
43645,D103,0.007789352,43645.02084,43645.02867,0,6678291,7,7.3
43647,D203,0.007881944,43647.02084,43647.02875,0,11875450,2,6.3
43647,D103,0.007858796,43647.02084,43647.02875,0,6678291,2,7.3
43648,D103,0.007858796,43648.02084,43648.02873,0,6678291,3,7.3
43648,D203,0.007847222,43648.02084,43648.02874,0,11875450,3,6.3
43649,D103,0.007905093,43649.02084,43649.02877,0,6678291,4,7.3
43649,D203,0.007881944,43649.02084,43649.02877,0,11875450,4,6.3
43650,D103,0.007835648,43650.02084,43650.02872,0,6678291,5,7.3
43650,D203,0.0078125,43650.02084,43650.02869,0,11875450,5,6.3
43651,D203,0.00787037,43651.02084,43651.02874,0,11875450,6,6.3
43651,D103,0.00787037,43651.02084,43651.02876,0,6678291,6,7.3
43652,D203,0.007847222,43652.02086,43652.02875,0,11875450,7,6.3
43652,D103,0.00787037,43652.02086,43652.02877,0,6678291,7,7.3
43654,D103,0.008217593,43654.02084,43654.02911,0,6678291,2,7.3
43654,D203,0.00818287,43654.02084,43654.02907,0,11875450,2,6.3
43655,D203,0.007766204,43655.02084,43655.02866,0,11875450,3,6.3
43655,D103,0.007777778,43655.02084,43655.02866,0,6678291,3,7.3
43656,D103,0.007777778,43656.02084,43656.02866,0,6678291,4,7.3
43656,D203,0.00775463,43656.02084,43656.02863,0,11875450,4,6.3
43657,D103,0.007719907,43657.02084,43657.0286,0,6678291,5,7.3
43657,D203,0.007719907,43657.02084,43657.0286,0,11875450,5,6.3
43658,D103,0.00775463,43658.02084,43658.02862,0,6678291,6,7.3
43658,D203,0.00755787,43658.02084,43658.02841,0,11875450,6,6.3
43659,D203,0.007696759,43659.02084,43659.02858,0,11875450,7,6.3
43659,D103,0.007673611,43659.02084,43659.02855,0,6678291,7,7.3
43661,D203,0.007743056,43661.02083,43661.02861,0,11875450,2,6.3
43661,D103,0.007743056,43661.02083,43661.02861,0,6678291,2,7.3
43662,D103,0.007662037,43662.02084,43662.02858,0,6678291,3,7.3
43662,D203,0.007708333,43662.02084,43662.02855,0,11875450,3,6.3
43663,D203,0.007696759,43663.02084,43663.02859,0,11875450,4,6.3
43663,D103,0.007719907,43663.02084,43663.02859,0,6678291,4,7.3
43664,D103,0.007777778,43664.02084,43664.02867,0,6678291,5,7.3
43664,D203,0.007777778,43664.02084,43664.02865,0,11875450,5,6.3
43665,D103,0.007696759,43665.02084,43665.0286,0,6678291,6,7.3
43665,D203,0.007719907,43665.02084,43665.02858,0,11875450,6,6.3
43666,D103,0.007766204,43666.02084,43666.02867,0,6678291,7,7.3
43666,D203,0.007800926,43666.02084,43666.02865,0,11875450,7,6.3
43668,D203,0.00787037,43668.02084,43668.02875,0,13192625,2,6.3
43668,D103,0.00787037,43668.02084,43668.02875,0,6678291,2,7.3
43669,D203,0.007951389,43669.02084,43669.02883,0,13192625,3,6.3
43669,D103,0.007928241,43669.02084,43669.02883,0,6678291,3,7.3
43670,D103,0.007847222,43670.02084,43670.02873,0,6678291,4,7.3
43670,D203,0.007708333,43670.02084,43670.02858,0,13192625,4,6.3
43671,D103,0.0078125,43671.02084,43671.02869,0,6678291,5,7.3
43671,D203,0.007789352,43671.02084,43671.02869,0,13192625,5,6.3
43672,D103,0.00775463,43672.02084,43672.02863,0,6678291,6,7.3
43672,D203,0.007777778,43672.02084,43672.02866,0,13192625,6,6.3
43673,D203,0.007800926,43673.02084,43673.02869,0,13192625,7,6.3
43673,D103,0.0078125,43673.02084,43673.02868,0,6678291,7,7.3
43674,D103,0.007974537,43674.02084,43674.02884,0,6678291,1,7.3
43674,D203,0.007962963,43674.02084,43674.02885,0,13192625,1,6.3
43675,D203,0.00775463,43675.02084,43675.02863,0,13192625,2,6.3
43675,D103,0.007708333,43675.02084,43675.02859,0,6678291,2,7.3
43676,D103,0.00775463,43676.02084,43676.02865,0,6678291,3,7.3
43676,D203,0.007766204,43676.02084,43676.02865,0,13192625,3,6.3
43677,D103,0.007847222,43677.02083,43677.02873,0,6678291,4,7.3
43677,D203,0.007638889,43677.02083,43677.02848,0,13192625,4,6.3
43678,D203,0.007696759,43678.02084,43678.02861,0,13192625,5,6.3
43678,D103,0.007743056,43678.02084,43678.02861,0,6678291,5,7.3
43679,D203,0.007638889,43679.02084,43679.02851,0,13192625,6,6.3
43679,D103,0.007638889,43679.02084,43679.02853,0,6678291,6,7.3
43680,D203,0.007743056,43680.02084,43680.02865,0,13192625,7,6.3
43680,D103,0.007777778,43680.02084,43680.02865,0,6678291,7,7.3
43681,D203,0.00775463,43681.02084,43681.02862,0,13192625,1,6.3
43681,D103,0.007731481,43681.02084,43681.02862,0,6678291,1,7.3
43682,D103,0.007789352,43682.02083,43682.02867,0,6678291,2,7.3
43682,D203,0.007835648,43682.02083,43682.02868,0,13192625,2,6.3
43683,D103,0.007928241,43683.02084,43683.02882,0,6678291,3,7.3
43683,D203,0.007881944,43683.02084,43683.02878,0,13192625,3,6.3
43684,D203,0.007928241,43684.02084,43684.02878,0,13192625,4,6.3
43684,D103,0.007905093,43684.02084,43684.02881,0,6678291,4,7.3
43685,D203,0.007673611,43685.02083,43685.02854,0,13192625,5,6.3
43685,D103,0.007256944,43685.02083,43685.02813,0,6678291,5,7.3
43686,D203,0.007997685,43686.02084,43686.02888,0,13192625,6,6.3
43686,D103,0.007997685,43686.02084,43686.02888,0,6678291,6,7.3
43687,D203,0.007743056,43687.02084,43687.02861,0,13192625,7,6.3
43687,D103,0.007662037,43687.02084,43687.02854,0,6678291,7,7.3
43689,D103,0.007824074,43689.02084,43689.0287,0,6678291,2,7.3
43689,D203,0.008090278,43689.02084,43689.02897,0,13192625,2,6.3
43690,D203,0.007731481,43690.02084,43690.02861,0,13192625,3,6.3
43690,D103,0.00775463,43690.02084,43690.02863,0,6678291,3,7.3
43691,D203,0.007974537,43691.02084,43691.02884,0,13192625,4,6.3
43691,D103,0.007951389,43691.02084,43691.02884,0,6678291,4,7.3
43692,D103,0.007847222,43692.02084,43692.0287,0,6678291,5,7.3
43692,D203,0.007800926,43692.02084,43692.0287,0,13192625,5,6.3
